id,value
BNF.8: Malignant Disease & Immunosuppression.2: Drugs Affecting The Immune Response.1: Antiproliferative Immunosuppressants,
BNF.8: Malignant Disease & Immunosuppression.2: Drugs Affecting The Immune Response.2: Cortico'oids & Other Immunosuppressants,
BNF.8: Malignant Disease & Immunosuppression.2: Drugs Affecting The Immune Response.3: Anti-lymphocyte Monoclonal Antibodies,
BNF.8: Malignant Disease & Immunosuppression.2: Drugs Affecting The Immune Response.4: Other Immunomodulating Drugs,
BNF.8: Malignant Disease & Immunosuppression.3: Sex Hormones & Antag In Malig Disease,
BNF.8: Malignant Disease & Immunosuppression.3: Sex Hormones & Antag In Malig Disease.1: Oestrogens,
BNF.8: Malignant Disease & Immunosuppression.3: Sex Hormones & Antag In Malig Disease.2: Progestogens,
BNF.8: Malignant Disease & Immunosuppression.3: Sex Hormones & Antag In Malig Disease.4: Hormone Antagonists,
BNF.9: Nutrition And Blood,
BNF.9: Nutrition And Blood.1: Anaemias + Other Blood Disorders,
BNF.9: Nutrition And Blood.1: Anaemias + Other Blood Disorders.1: Iron-Deficiency Anaemias,
BNF.9: Nutrition And Blood.1: Anaemias + Other Blood Disorders.2: Drugs used in Megaloblastic Anaemias,
BNF.9: Nutrition And Blood.1: Anaemias + Other Blood Disorders.3: Hypoplastic/Haemolytic & Renal Anaemias,
BNF.9: Nutrition And Blood.1: Anaemias + Other Blood Disorders.4: Drugs used in Platelet Disorders,
BNF.9: Nutrition And Blood.1: Anaemias + Other Blood Disorders.6: Drugs used in Neutropenia,
BNF.9: Nutrition And Blood.2: Fluids And Electrolytes,
BNF.9: Nutrition And Blood.2: Fluids And Electrolytes.1: Oral Prepn for Fluid & Electrolyte Imb,
BNF.9: Nutrition And Blood.2: Fluids And Electrolytes.2: Parent Prepn for Fluid & Electrolyte Imb,
BNF.9: Nutrition And Blood.3: Intravenous Nutrition,
BNF.9: Nutrition And Blood.4: Oral Nutrition,
BNF.9: Nutrition And Blood.4: Oral Nutrition.1: Foods For Special Diets,
BNF.9: Nutrition And Blood.4: Oral Nutrition.2: Enteral Nutrition,
BNF.9: Nutrition And Blood.5: Minerals,
BNF.9: Nutrition And Blood.5: Minerals.1: Calcium And Magnesium,
BNF.9: Nutrition And Blood.5: Minerals.2: Phosphorus,
BNF.9: Nutrition And Blood.5: Minerals.3: Fluoride,
BNF.9: Nutrition And Blood.5: Minerals.4: Zinc & Other Minerals,
BNF.9: Nutrition And Blood.5: Minerals.5: Selenium,
BNF.9: Nutrition And Blood.6: Vitamins,
BNF.9: Nutrition And Blood.6: Vitamins.1: Vitamin A,
BNF.9: Nutrition And Blood.6: Vitamins.2: Vitamin B Group,
BNF.9: Nutrition And Blood.6: Vitamins.3: Vitamin C,
BNF.9: Nutrition And Blood.6: Vitamins.4: Vitamin D,
BNF.9: Nutrition And Blood.6: Vitamins.5: Vitamin E,
BNF.9: Nutrition And Blood.6: Vitamins.6: Vitamin K,
BNF.9: Nutrition And Blood.6: Vitamins.7: Multivitamin Preparations,
BNF.9: Nutrition And Blood.6: Vitamins.8: Other Vitamin Formulations,
BNF.9: Nutrition And Blood.7: Bitters And Tonics,
BNF.9: Nutrition And Blood.8: Metabolic Disorders,
BNF.9: Nutrition And Blood.8: Metabolic Disorders.1: Drugs Used in Metabolic Disorders,
BNF.9: Nutrition And Blood.9: Foods,
BNF.9: Nutrition And Blood.10: Compound Vit/Mineral Formulations,
BNF.9: Nutrition And Blood.11: Health Supplements,
BNF.9: Nutrition And Blood.11: Health Supplements.1: Amino Acids & Nutritional Agents,
BNF.9: Nutrition And Blood.11: Health Supplements.2: Enzymes,
BNF.9: Nutrition And Blood.11: Health Supplements.3: Glandular,
BNF.9: Nutrition And Blood.11: Health Supplements.4: Digestive Aids,
BNF.9: Nutrition And Blood.12: Other Health Supplements,
BNF.10: Musculoskeletal & Joint Diseases,
BNF.10: Musculoskeletal & Joint Diseases.1: Drugs Used In Rheumatic Diseases & Gout,
BNF.10: Musculoskeletal & Joint Diseases.1: Drugs Used In Rheumatic Diseases & Gout.1: Non-Steroidal Anti-Inflammatory Drugs,
BNF.10: Musculoskeletal & Joint Diseases.1: Drugs Used In Rheumatic Diseases & Gout.2: Corticosteroids,
BNF.10: Musculoskeletal & Joint Diseases.1: Drugs Used In Rheumatic Diseases & Gout.3: Rheumatic Disease Suppressant Drugs,
BNF.10: Musculoskeletal & Joint Diseases.1: Drugs Used In Rheumatic Diseases & Gout.4: Gout & Cytotoxic Induced Hyperuicaemia,
BNF.10: Musculoskeletal & Joint Diseases.1: Drugs Used In Rheumatic Diseases & Gout.5: Other Drugs For Rheumatic Diseases,
BNF.10: Musculoskeletal & Joint Diseases.2: Drugs Used In Neuromuscular Disorders,
BNF.10: Musculoskeletal & Joint Diseases.2: Drugs Used In Neuromuscular Disorders.1: Dgs Which Enhance Neuromus'ar Transmi'on,
BNF.10: Musculoskeletal & Joint Diseases.2: Drugs Used In Neuromuscular Disorders.2: Skeletal Muscle Relaxants,
BNF.10: Musculoskeletal & Joint Diseases.3: Soft-Tissue Disorders & Topical Pain Rel,
BNF.10: Musculoskeletal & Joint Diseases.3: Soft-Tissue Disorders & Topical Pain Rel.1: Enzymes,
BNF.10: Musculoskeletal & Joint Diseases.3: Soft-Tissue Disorders & Topical Pain Rel.2: Rubefacients,Top NSAIDS,Capsaicin & Poul,
BNF.11: Eye,
BNF.11: Eye.3: Anti-Infective Eye Preparations,
BNF.11: Eye.3: Anti-Infective Eye Preparations.1: Antibacterials,
BNF.11: Eye.3: Anti-Infective Eye Preparations.2: Antifungals,
BNF.11: Eye.3: Anti-Infective Eye Preparations.3: Antivirals,
BNF.11: Eye.4: Corti'roids & Other Anti-Inflamm Preps,
BNF.11: Eye.4: Corti'roids & Other Anti-Inflamm Preps.1: Corticosteroids,
BNF.11: Eye.4: Corti'roids & Other Anti-Inflamm Preps.2: Other Anti-Inflammatory Preparations,
BNF.11: Eye.5: Mydriatics And Cycloplegics,
BNF.11: Eye.6: Treatment Of Glaucoma,
BNF.11: Eye.7: Local Anaesthetics,
BNF.11: Eye.8: Miscellaneous Ophthalmic Preparations,
BNF.11: Eye.8: Miscellaneous Ophthalmic Preparations.1: Tear Deficiency,Eye Lubricant/Astringent,
BNF.11: Eye.8: Miscellaneous Ophthalmic Preparations.2: Ocular Diagnos/Peri-op Prepn&Photodyn Tt,
BNF.11: Eye.8: Miscellaneous Ophthalmic Preparations.3: Other Eye Preparations,
BNF.12: Ear, Nose And Oropharynx,
BNF.12: Ear, Nose And Oropharynx.1: Drugs Acting On The Ear,
BNF.12: Ear, Nose And Oropharynx.1: Drugs Acting On The Ear.1: Otitis Externa,
BNF.12: Ear, Nose And Oropharynx.1: Drugs Acting On The Ear.2: Otitis Media,
BNF.12: Ear, Nose And Oropharynx.1: Drugs Acting On The Ear.3: Removal of Ear Wax & other Substances,
BNF.12: Ear, Nose And Oropharynx.2: Drugs Acting On The Nose,
BNF.12: Ear, Nose And Oropharynx.2: Drugs Acting On The Nose.1: Drugs Used In Nasal Allergy,
BNF.12: Ear, Nose And Oropharynx.2: Drugs Acting On The Nose.2: Topical Nasal Decongestants,
BNF.12: Ear, Nose And Oropharynx.2: Drugs Acting On The Nose.3: Nasal Prepn for Infection,
BNF.12: Ear, Nose And Oropharynx.3: Drugs Acting On The Oropharynx,
BNF.12: Ear, Nose And Oropharynx.3: Drugs Acting On The Oropharynx.1: Drugs For Oral Ulceration & Inflammation,
BNF.12: Ear, Nose And Oropharynx.3: Drugs Acting On The Oropharynx.2: Oropharyngeal Anti-Infective Drugs,
BNF.12: Ear, Nose And Oropharynx.3: Drugs Acting On The Oropharynx.3: Lozenges & Sprays,
BNF.12: Ear, Nose And Oropharynx.3: Drugs Acting On The Oropharynx.4: Mouth-Washes, Gargles, And Dentifrices,
BNF.12: Ear, Nose And Oropharynx.3: Drugs Acting On The Oropharynx.5: Treatment Of Dry Mouth,
BNF.13: Skin,
BNF.13: Skin.1: Management of Skin Conditions,
BNF.13: Skin.1: Management of Skin Conditions.1: Management of Skin Conditions,
BNF.13: Skin.2: Emollient & Barrier Preparations,
BNF.13: Skin.2: Emollient & Barrier Preparations.1: Emollients,
BNF.13: Skin.2: Emollient & Barrier Preparations.2: Barrier Preparations,
BNF.13: Skin.2: Emollient & Barrier Preparations.3: Dusting-Powders,
BNF.13: Skin.3: Top Local Anaesthetics & Antipruritics,
BNF.13: Skin.4: Topical Corticosteroids,
BNF.13: Skin.5: Preparations For Eczema And Psoriasis,
BNF.13: Skin.5: Preparations For Eczema And Psoriasis.1: Preparations For Eczema,
BNF.13: Skin.5: Preparations For Eczema And Psoriasis.2: Preparations For Psoriasis,
BNF.13: Skin.5: Preparations For Eczema And Psoriasis.3: Drugs Affecting The Immune Response,
BNF.13: Skin.6: Acne and Rosacea,
BNF.13: Skin.6: Acne and Rosacea.1: Topical Preparations For Acne,
BNF.13: Skin.6: Acne and Rosacea.2: Oral Preparations For Acne,
BNF.13: Skin.6: Acne and Rosacea.3: Topical Preparation For Rosacea,
BNF.13: Skin.7: Preparations For Warts And Calluses,
BNF.13: Skin.8: Sunscreens And Camouflagers,
BNF.13: Skin.8: Sunscreens And Camouflagers.1: Sunscreening Preparations,
BNF.13: Skin.8: Sunscreens And Camouflagers.2: Camouflagers,
BNF.13: Skin.9: Shampoo&Other Preps For Scalp&Hair Cond,
BNF.13: Skin.10: Anti-Infective Skin Preparations,
BNF.13: Skin.10: Anti-Infective Skin Preparations.1: Antibacterial Preparations,
BNF.13: Skin.10: Anti-Infective Skin Preparations.2: Antifungal Preparations,
BNF.13: Skin.10: Anti-Infective Skin Preparations.3: Antiviral Preparations,
BNF.13: Skin.10: Anti-Infective Skin Preparations.4: Parasiticidal Preparations,
BNF.13: Skin.10: Anti-Infective Skin Preparations.5: Prep's For Minor Cuts & Abrasions,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.1: Alcohols & Saline,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.2: Chlorhexidine Salts,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.3: Cationic Surfactants & Soaps,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.4: Chlorine & Iodine,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.5: Phenolics,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.6: Oxidisers & Dyes,
BNF.13: Skin.11: Skin Cleansers,Antiseptics & Desloughing.7: Desloughing Agents,
BNF.13: Skin.12: Antiperspirants,
BNF.13: Skin.13: Wound Management Products,
BNF.13: Skin.13: Wound Management Products.1: Medicated Stockings,
BNF.13: Skin.14: Topical Circulatory Preparations,
BNF.13: Skin.15: Miscellaneous Topical Preparations,
BNF.14: Immunological Products & Vaccines,
BNF.14: Immunological Products & Vaccines.3: Diagnostic Vaccines,
BNF.14: Immunological Products & Vaccines.4: Vaccines And Antisera,
BNF.14: Immunological Products & Vaccines.5: Immunoglobulins,
BNF.14: Immunological Products & Vaccines.5: Immunoglobulins.1: Normal Immunoglobulin,
BNF.14: Immunological Products & Vaccines.5: Immunoglobulins.2: Disease-Specific Immunoglobulins,
BNF.14: Immunological Products & Vaccines.5: Immunoglobulins.3: Anti-D (Rho) Immunoglobulin,
BNF.15: Anaesthesia,
BNF.15: Anaesthesia.1: General Anaesthesia,
BNF.15: Anaesthesia.1: General Anaesthesia.1: Intravenous Anaesthetics,
BNF.15: Anaesthesia.1: General Anaesthesia.2: Inhalational Anaesthetics,
BNF.15: Anaesthesia.1: General Anaesthesia.3: Antimuscarinic Drugs,
BNF.15: Anaesthesia.1: General Anaesthesia.4: Sedative & Analgesic Peri-Operative Drgs,
BNF.15: Anaesthesia.1: General Anaesthesia.5: Neuromuscular Blocking Drugs,
BNF.15: Anaesthesia.1: General Anaesthesia.6: Anticholinesterases Used in Anaesthesia,
BNF.15: Anaesthesia.1: General Anaesthesia.7: Antagonists for Respiratory Depression,
BNF.15: Anaesthesia.2: Local Anaesthesia,
BNF.15: Anaesthesia.2: Local Anaesthesia.1: Local Anaesthetics,
BNF.15: Anaesthesia.2: Local Anaesthesia.2: Adjuncts To Intractable Pain Spasticity,
BNF.18: Preparations used in Diagnosis,
BNF.18: Preparations used in Diagnosis.3: X-Ray Contrast Media,
BNF.18: Preparations used in Diagnosis.4: Diagnostic Agents,
BNF.19: Other Drugs And Preparations,
BNF.19: Other Drugs And Preparations.1: Alcohol, Wines & Spirits,
BNF.19: Other Drugs And Preparations.2: Selective Preparations,
BNF.19: Other Drugs And Preparations.2: Selective Preparations.1: Individually Formulated Preps-Bought In,
BNF.19: Other Drugs And Preparations.2: Selective Preparations.2: Individ Formulated Preps-Prepared Extemp,
BNF.19: Other Drugs And Preparations.2: Selective Preparations.3: Homeopathic Preparations,
BNF.19: Other Drugs And Preparations.2: Selective Preparations.5: Household & Other Over The Counter Lines,
BNF.19: Other Drugs And Preparations.2: Selective Preparations.7: Poisoning Antidotes,
BNF.19: Other Drugs And Preparations.4: Single Substances,
BNF.19: Other Drugs And Preparations.5: Other Preparations,
BNF.19: Other Drugs And Preparations.6: Acids,
BNF.19: Other Drugs And Preparations.6: Acids.1: Concentrated Waters,
BNF.19: Other Drugs And Preparations.6: Acids.3: Extracts,
BNF.19: Other Drugs And Preparations.6: Acids.5: Oils,
BNF.19: Other Drugs And Preparations.6: Acids.6: Tinctures,
BNF.19: Other Drugs And Preparations.6: Acids.7: Syrups,
BNF.19: Other Drugs And Preparations.7: Base/Dil/Susp Agents/Stabilisers,
BNF.19: Other Drugs And Preparations.8: Colouring,Flavouring & Sweetening Agents,
BNF.19: Other Drugs And Preparations.9: Disinfectants,Preserv&Sterilising Agents,
BNF.19: Other Drugs And Preparations.13: Cordials/Soft Drinks,
BNF.19: Other Drugs And Preparations.14: Waters,
BNF.19: Other Drugs And Preparations.14: Waters.1: Sterile Water,
BNF.19: Other Drugs And Preparations.14: Waters.2: Purified Water,
BNF.19: Other Drugs And Preparations.15: Other Gases,
BNF.20: Dressings,
BNF.20: Dressings.1: Absorbent Cottons,
BNF.20: Dressings.2: Arm Sling/Bandages,
BNF.20: Dressings.3: Wound Management & Other Dressings,
BNF.20: Dressings.4: Gauzes & Gauze Tissue,
BNF.20: Dressings.5: Tracheostomy & Laryngectomy Appliances,
BNF.20: Dressings.6: Foam,
BNF.20: Dressings.7: Lints,
BNF.20: Dressings.8: Plasters,
BNF.20: Dressings.9: Stockinette,
BNF.20: Dressings.10: Surgical Adhesive Tape,
BNF.20: Dressings.11: Surgical Sutures,
BNF.20: Dressings.12: Swabs,
BNF.20: Dressings.13: Unspecified Dressing,
BNF.20: Dressings.14: Skin Closure Strips Sterile,
BNF.20: Dressings.15: Skin Adhesive Sterile,
BNF.20: Dressings.16: Tapeless Holders,
BNF.20: Dressings.17: Cervical Collar,
BNF.20: Dressings.18: Cellulose Wadding BP 1988,
BNF.20: Dressings.20: Silk Garments,
BNF.21: Appliances,
BNF.21: Appliances.1: Other Appliances,
BNF.21: Appliances.2: Catheters,
BNF.21: Appliances.3: Chiropody Appliances,
BNF.21: Appliances.4: Contraceptive Devices,
BNF.21: Appliances.5: Suprapubic Appliances,
BNF.21: Appliances.6: Trusses,
BNF.21: Appliances.7: Elastic Hosiery,
BNF.21: Appliances.8: Oxygen Masks,
BNF.21: Appliances.9: Special Sanction Authorisations,
BNF.21: Appliances.10: C.A.P.D. Administration Equipment,
BNF.21: Appliances.11: Special Authorisation Guernsey,
BNF.21: Appliances.12: Peak Flow Meters,
BNF.21: Appliances.13: Catheter Maintenance Products,
BNF.21: Appliances.14: Lubricant Gels,
BNF.21: Appliances.16: Irrigation Solutions,
BNF.21: Appliances.17: Nasal Device,
BNF.21: Appliances.18: Vacuum Pumps for Erectile Dysfunction,
BNF.21: Appliances.19: Oral Film Forming Agents,
BNF.21: Appliances.20: Venous Ulcer Compression System,
BNF.21: Appliances.21: Dry Mouth Products,
BNF.21: Appliances.22: Emollients,
BNF.21: Appliances.23: Vaginal Moisturisers,
BNF.21: Appliances.24: Nasal Products,
BNF.21: Appliances.25: Vaginal Dilators,
BNF.21: Appliances.26: Leg Ulcer Wrap,
BNF.21: Appliances.27: Lymphoedema Garments,
BNF.21: Appliances.28: Anal Irrigation System,
BNF.21: Appliances.29: Plantar Pressure Offloading Device,
BNF.21: Appliances.30: Eye Products,
BNF.21: Appliances.31: Cycloidal Vibration Accessories,
BNF.21: Appliances.32: Inhalation Solutions,
BNF.21: Appliances.33: Indwelling Pleural Cath Drain System,
BNF.21: Appliances.34: Vaginal PH Correction Products,
BNF.21: Appliances.35: Acne Treatment,
BNF.21: Appliances.36: Adhesive Dressing Remover Ster Silicone,
BNF.21: Appliances.37: Pelvic Toning Devices,
BNF.21: Appliances.38: Low Friction Products,
BNF.21: Appliances.39: Prosthetic Adhesives,
BNF.21: Appliances.40: Bacterial Decolonisation Products,
BNF.21: Appliances.41: Physical Debridement Device,
BNF.21: Appliances.42: Jaw Rehabilitation Device,
BNF.21: Appliances.43: Micro-Enema - Sodium Citrate,
BNF.21: Appliances.44: Dev For Adjunctive Tt Of Hypertension,
BNF.21: Appliances.45: Douches,
BNF.21: Appliances.46: Hernia Support Garments,
BNF.21: Appliances.47: Dev For Fungal Nail Infections,
BNF.22: Incontinence Appliances,
BNF.22: Incontinence Appliances.2: Anal Plugs,
BNF.22: Incontinence Appliances.5: Catheter Valves,
BNF.22: Incontinence Appliances.10: Drainable Dribbling Appliances,
BNF.22: Incontinence Appliances.15: Faecal Collectors,
BNF.22: Incontinence Appliances.20: Incontinence Belts,
BNF.22: Incontinence Appliances.30: Incontinence Sheaths,
BNF.22: Incontinence Appliances.40: Incontinence Sheath Fixing Strips & Adh,
BNF.22: Incontinence Appliances.50: Leg Bags,
BNF.22: Incontinence Appliances.60: Night Drainage Bags,
BNF.22: Incontinence Appliances.70: Suspensory Systems,
BNF.22: Incontinence Appliances.80: Tubing And Accessories,
BNF.22: Incontinence Appliances.85: Insert For Female Stress Incont,
BNF.22: Incontinence Appliances.90: Urinal Systems,
BNF.23: Stoma Appliances,
BNF.23: Stoma Appliances.5: Adhesive Discs/Rings/Pads/Plasters,
BNF.23: Stoma Appliances.10: Adhesive (Pastes/Sprays/Solutions),
BNF.23: Stoma Appliances.15: Adhesive Removers (Sprays/Liquids/Wipes),
BNF.23: Stoma Appliances.20: Bag Closures,
BNF.23: Stoma Appliances.25: Bag Covers,
BNF.23: Stoma Appliances.30: Belts,
BNF.23: Stoma Appliances.35: Colostomy Bags,
BNF.23: Stoma Appliances.40: Colostomy Sets,
BNF.23: Stoma Appliances.45: Deodorants,
BNF.23: Stoma Appliances.46: Discharge Solidifying Agents,
BNF.23: Stoma Appliances.50: Filters/Bridges,
BNF.23: Stoma Appliances.55: Flanges,
BNF.23: Stoma Appliances.60: Ileostomy Bags,
BNF.23: Stoma Appliances.65: Ileostomy Sets,
BNF.23: Stoma Appliances.70: Irrigation Washout Appliances,
BNF.23: Stoma Appliances.75: Pressure Plates/Shields,
BNF.23: Stoma Appliances.80: Skin Fillers And Protectives,
BNF.23: Stoma Appliances.85: Skin Protectors,
BNF.23: Stoma Appliances.90: Stoma Caps/Dressings,
BNF.23: Stoma Appliances.92: Tubing & Accessories,
BNF.23: Stoma Appliances.93: Accessories (Guernsey),
BNF.23: Stoma Appliances.94: Two Piece Ostomy Systems,
BNF.23: Stoma Appliances.96: Urostomy Bags,
BNF.23: Stoma Appliances.98: Urostomy Sets,
BNF.23: Stoma Appliances.99: Ostomy Appliances R/Sub Allowed Pre 1985,